Tweet,Class
لكل يلي عم يتفلسف بالتعليقات ما رح نقول إلا شغلة وحدة بس  واللي هيي ملتزمون بما تمناه علينا معاليه بال  ,normal
ايه كول هوا,abusive
هيدا جبران باسيل,normal
نشكر معالي الوزير جبران باسيل ع اختيارو مجال السياسية لانو لولا وجوده كان في كتير اعلاميين مجبورين يقعدوا بالبيت قبل…,normal
هيدا لازم يفتحلك الباب وتقتنعي انه ما يسمى الثورة السورية كانت مجرد مرتزقة لترسيخ معادلات جديدة ضد محور المقاومة,normal
انت اخرتك دربكات ,abusive
الدروز اكبر خونه للامه العربيه وهذا يكفي,hate
"إذا الوزير جبران باسيل اعتكف عن التصريح حوالي شهر أو شهرين،،، كم مؤسسة اعلامية بتسكّر ،،، كم صحافي واعلامية بناموا…",normal
مهما فعلت قطر لا يساوي شيىء أمام ما فعلته السعودية الارهابية ,hate
صار الك كلمة يا وهاب ,normal
صحيح يا نعال كما انتم يولّى عليكم من دحلان الزفت الى عزمي قذارة,abusive
لأن الكفن لا يحوي حقيبة ,normal
كذب وسلينا مبارح جبران باسيل قال انو معندو مشكله مع إسرائيل وانو من حق إسرائيل انو تعيش بأمان,normal
لا حكومة طول ما جبران باسيل يطمح بالثلث المعطل,normal
انا كمواطن عربي عم بلّش إشعر بتحسّن تنموي,normal
أذا جبران باسيل يقودكم والجاهل شيخ الجاهلية يصفق للقرد       اكيد بيكون ي…,hate
لله لا يحرمنى هل طلي الله يحميك ,normal
لقد بنى في الصحراء مدينة رائعة هي دبي ونحن حولنا وطناً رائعاً إلى صحراء بفضل عصابتنا الحاكمة ,normal
كول هوا وطلع ع شغلتك,abusive
انسو كل شي عالتايملاين جبران باسيل صرلو يومين مش طالع حسو حدا يتطمن عنو,normal
ليك شو في بينك وبين تركيا؟ حل عن طيز تركيا ,abusive
هاد معالج نفسي لك يخرب ديارك الله يكون بعون الناس اللي بتتعالج عندك,abusive
جبران باسيل لم يخترع شيئا جديدا و انما تحدث مثل وزير خارجية ايران افعال اسرائيل سبب مشاكلها,normal
الاصلية كانت سافر فأنت لست شجرة على ما اذكر,normal
يعني ما بكفي مرضانة بتجو بتتمسخرو عليها شو انعدام الضمير هاد,normal
لا يصح الا الصحيح التحيّه والأجلال لمشايخنا الحقيقيين الملتزمين بديننا الشريف فوالله الروح بترخص لكم أيها ال… ,normal
فرق كتير كبير بين الرئيس ميشال عون وبين جبران باسيل  الرئيس بتشوف بوجه نوع من الحب والتعب أما جبران ما بت ,normal
نحتاج الى رجال لا تكون أبواق وأدت للأنظمة المجرمة ,normal
وااله اللي ختشوا ماتو حاج بقى قرفنا كتير واللعبة مكشوفة العقاب لوهاب وهاب قاتل ابو دياب ,normal
كل ما اسمعلك شي ما فيي قول إلا سد بوزك,abusive
متأكد اخ نادر انها قديمة؟لانه مطلوب للقضاء والكل عم يتساءل كيف سافر ,normal
حكمت ديب لراغب علامة هيدا لازملو قطع لراسو حكمت ديب لديما صادق حَكْيك بلا طعمة,normal
البغل الخالد,abusive
هي واقفه على عماد عثمان فقط اذا دققنا بوضع البلد نجد أن وضعه انهار وسقط من اسقطه لا أحد من نهبه لا أحد من الف  ,normal
وشو طللع بايد الرئيس خطيتو ,normal
كول هوا انت وياه يا واطي عرصات من بلادي,abusive
اول واحد بلبنان بتكون انت تريد حكيم نفساني يا معتوه ارحل وروح لا معلمك على سوريا… ,abusive
يسعد أوقاتك معالي الوزير ,normal
ع فكرة مو بس المثقفين العرب حمير في مثقفين اجانب بيوزنوا الف مثقف عربي بالتياسة,hate
بدنا وحدة عبشار الأسد بس الخنازير يكونوا وحدة ميشيل عازر وحدة وليد المعلم وحدة لافروف ووحدة بوتين,abusive
صار بالمربع الأمني وانسحق   ,normal
أكتر شي حبيت معاليك    والساطور العربي الموجّه هذه إضافه من المئات   ,normal
ئوبة كلاب خربوها وقعدوا على تلتها,hate
اعملو لي بدكن ياه كل شي بوقتوا حلو والبحر بكذب الغطاص والله كريم ,normal
خليك بقضية الخاشقجي شو بدك بالوزير جبران باسيل,normal
ان المجرم هو ابن أنيسة يا نكره بس شاطر على اهل السنة يا غبي ,abusive
نحتاج الى شعب جديد ,normal
والله يا ستي حتى عربان بطلوا يلبقوا إلها همه بعران حمير خنازير اشي متل هيك,hate
شو نوع تربيتك يللي عم تشتم شيخ تويتر فضح فاشستية المقيتة والالغائية ,normal
نحن نفتخر بسماحة الشيخ نصر الدين الغريب شيخ عقل طائفة الموحدين الدروز صاحب الأيادي البيضاء ونعتز به كممثل لنا في القمة العربية ,normal
كم كنا نتمى لو اننا في دولة قانون ومؤسسات لما كان معلم عماد عثمان وصل الى سدة رئاسة الوزارة ,normal
"جبران باسيل بدو يعلم أمريكا ولندن كيف تدير بلد من دون ميزانية ، ونحن آخر انتاج عنا كان بسكوتة الدبكة",normal
كيف يعني حرم الرئيس الحريري للعلم القيادات الكبرى غابت عن هيدا المؤتمر بما فيهن الحريري و تمثلوا بوفود,normal
يتوجه وزير الخارجية والمغتربين في حكومة تصريف الاعمال جبران باسيل الى سويسرا  للمشاركة في منتدى دافوس الاقتصادي,normal
نصر الله يكسر الصمت لما السكوت عن تصريحات جبران باسيل هل فقط لان حزب الله بحاجة الى…,normal
للصراحة و بكل حيادية جبران باسيل شاب و نشيط و عم يثبت كل يوم أنه يستحق هذا الرجل غيّر صورة السياسي,normal
انت هلقد شرفك رخيص بعد الك عين تحكي ولك روح ادفن حالك مع ابو دياب يلي قتلتو يا حمار العقاب لوهاب وهاب قاتل ابو دياب ,abusive
كل اتباعك أُميين يا  ؟ ,normal
أرادوا حصار قمة بيروت في الشكل فأتتهم الافضل ربما في المضمون شكرا للرئيس ميشال عون وللوزير جبران باسيل إنكما…,normal
ولو قطر حليفة ايران حالياً وسابقاً حليفة القذافي حليف الرئيس حافظ الاسد ,normal
ولك انت دب مع كل العالم سكوت ,abusive
أيا تخبيص يا سحر؟,normal
ايه مضبوط يا معاق معلمك الملطوش متلك نكش اوتستراد حالات عم بدور عمقابر وين ما كان في مقابر الا عند نظامك السوري ما هيك يا عوني الذمي العما بعرضكن شو بلا شرف,abusive
اقسم بلله انت واحد غبي مع احترامي الك لك مابتعرف تكذب ولا بتعرف تعمل فتنة خراس وانضب   ,abusive
هيئتك يا ويئو اكل سمك ومتقل الليلة لهيك عم بتكوبس باللواء عثمان لهيك تغطا منيح بس تنام احسن ما تاخد برد ,normal
اللذة انو هالحليفين ما بيفضحوا بعضن بالسرقة والفساد الا لما يدبكوها مع بعض,normal
الله اكبر انتا معك علم انو من ينتسب إلى السلك العسكري يجتاز امتحان نفسي بينما السياسين لا يخضعون لهذا الامتحان ,normal
العمى شو كنا بهايم هدنك الساعة,abusive
"نحتاج إلى شعب جديد، ولكن للاءسف ما فيش أمل ",normal
الاماراتين يتفوقون على العالم بكثرة الغباء ,hate
اكيد مش فاضية بدك تكبي سم بين العالم,normal
ولدتك امك حرا ايها السامرائي ,normal
يرحمها ويصبر اهلها,normal
والله ما دمر سوريا غيركو يا بقر ,hate
ايييه هيك حلم جبران باسيل بدو يعمل هيك,normal
ليش حتى اليوم قامت القيامة على شيخ العقل وعلى المجلس المذهبي اللي إلو من سنة وعم بيصي… ,normal
ما حدا مرتد ولعين غيرك يا واطي ,abusive
أنا بعتز وبفتخر برئيس جمهوريتي فخامة الرئيس العماد ميشال عون وبرئيس تياري الوزير والنائب جبران باسيل وبعرف إنو هني…,normal
للاسف يا عزيزي نزار زكا لايملك المال وإلا كان تحرك جبران باسيل كما فعل بخصوص كارلوس غصن,normal
خيي اسمحلي كلامك او ما علموك ياه انو الدولة عدوةهيك بدها مقاومتك تخليك تفكر كرمال تست  ,normal
هيدا حمار لا يقرأ سياسه هذا ينفذ انه بوق و صرماية بشار ,abusive
لا بد ان تسقط حين يراهن العهد على ذاك الصبي الذي وصل جائعا للسلطة ولم يساعد في اي إنجاز يذكر,normal
عندنا مثل يقول البيض الفاسد يدردب على بعضه ,normal
بي ما فهمنا شو خص جبران باسيل,normal
لا مش احسنلا عندا حساسية مع الكرامة والعزة هي من النوع التاني ,normal
ولو عملك عقدة اللواء كل يوم تويت ابكي بترتاح   ,normal
خايفه كتير على فنزويلا طالما ابو علي بوتين بالساحه ما تخافي,normal
معالي الوزير حضرتك واعي شو عم تحكي أي نتائج وأي مباراة مطبوخة وخالصة كل مباراة خارج مجلس الخدمة المدنية,normal
لا تقول انو بدك تشبه الاسد لبثار و الضباع لل المعارضه و الدول التي ثاعدت بثار باالاخوه,normal
اقسم بالله انتي لو قدامي بالمجان ما اسويلك شي يا زنجية جاتك القرف يا سودا,hate
ما في يراقب او يحاسب مل مين ايده اله ,normal
المحسوبيات ما بينعملن ثورة بس جبران باسيل اذا بارز عالساحة اكتر من غيرو منتذكر الثورة,normal
مين بدو يحاسب مين يا ابني ابتسم انت في لبنان     ,normal
هدول صنف معين من البشر ما بيقدر ياخد موقف من جريمة الا اذا عرف مين عملها وحسب المجرم بكون الموقف,normal
"هههههههه ولا كلمة ،، زعلان ع بشار والقذافي ومبارك—تخبّط فكري لما وئام ما بيقبض   ♀  غرّد وسلّينا   ",normal
هذا تدخل سافر من عون واعوانه في الطائفه التوحيديه ومن نفس المبدأ لماذا لا يدعى علي الامين وماهر حمود … ,normal
اخت الزمان يللي خلا كلاب المزابل يطلع صوتها لكل الجرادين العونية الالاهية برد و بقللن انو سامي الجميل عندو عنفوان    ,hate
"لسه بصرعوا طيزنا بدكن نصير متل العراق وليبيا يا حمير تجاوزناهن بأشواط، هلق لو نصير متل العراق وليبيا تحسن كبير جدا",abusive
وكما قال الشاعر الفرزدق السلاح النوعي سيصل قريباً بولشيت,normal
الله يريحنا من جبران باسيل بليلة ما فيها ضو قمر,normal
"ساعة بتقول حرامي وساعة بتقول مفلس وأفلس شركات والده ، يا فهيم لي كان ماسك شركات والده قبل الاغتيال هوي الشيخ سعد ،ومين حضرتك لتقرر ومع مين ، ما مبارح كنت عم تسب الشيخ نعيم من شان الانتخابات ، يا زلمة مختار ما طلعلك وجاي عم تقرر ب لحدا انت",normal
عفوا بس ايمتا بعتيلي لينك غناية انت و انت خراس,abusive
نحتاج سليمان فرنجية رئيس للجمهورية و فيصل كرامي رئيس حكومة و بري رئيس مجلس النواب و وهاب و السيد و الشرفاء نواب عن الامة  ,normal
ياعمي بتحب سورية روح لعندها عيش فيها صرعت سمانا فيها انا لو بدلك بروح بعيش فيها بس بتعرف انك هونيك بتكون ميو بسين ,normal
ظاهرة المذيع الطنبر بلا مؤاخزة,abusive
شو هالثقة بالنفس ,normal
تقتلون وسام الحسن وتترحموعلية من أي أصناف المخلوقات أنتم ,normal
اردوغان اكل هوا,abusive
كلام صحيح وبموضوعية من دون تموضع وتوجه سياسي ,normal
السيد نصر الله اذا حكا هيك شي كلنا بحقلنا نسأل شو خلا يحكي للي حكاهقصة جبران باسيل عم تكرر فمن هيدا المن ,normal
يا كبير ماعم نشوفك عم تجيب سيرة السعودية والامارات ,normal
ما عم يعملك لي بدك ياه نازل فيه نحت,normal
مين المجرم ؟ ,normal
وهاب ما بيهاب وئامنا بمنارتك نهتدي ونجتمع ويكفينا أننا نعلم أن العواصف تجعل جذور الأشجار تتمسك بال  ,normal
قيادي في التيار الوطني الحر صديق وديع عقل و مقرب من جبران باسيل,normal
لن نرضى بغير الرئيس القوي الذي يمثل جبران باسيل رئيس اكبر حزب مسيحي وعندو نايب,normal
"من اعطاك مفتاح بيروت حتى تمنع من تريد ،وتستقبل من تريد بيروت عاصمة مشرعة الابواب ",normal
شو في براسا هيدي يلي بكل صورها بارمتلنا قفاها؟,abusive
بصوت ولولة خليعة هدول البقر بيفهموا بالحرية أصلا صحلون سيادة الرئيس ماكرون يقبر قلبي يلعن ابوك يا حمد عم توجه الخونة يخربوا البلد,abusive
انا من ناحيتي نسيتني أميل لحود و الياس الهراوي جبران باسيل بدّك نيزك وقليل عليك,normal
 جماعة التيار الله يحميك,normal
صدقني اذا كب حاله بالبحر كون على ثقه مابيستقبله رح يبزقه عالشط محدا متحمله الا لبنان,normal
فديو جديد لقزم جبران باسيل يصف نبيه بري بلبرعوت وبدو يكسرو راسو,abusive
أحلامهم وكوابيسهم جبران باسيل,normal
عماد عثمان رح يدعس راسك أن شاء الله وغدا لناظره قريب ,normal
ولك خرااااس العمى بقلبك شو كتتتتير حكي ومبعبع عالفاضي كلك وطخنك معبى هوا العمى بقلبك ما أتقل دمك العقاب لوهاب ,abusive
طهر نيعك يا عميل يا مفتن يا صغير و جوت امير قطر بنيعك ملاحظة جوت بالقطري يعني صرماية ,abusive
من انت وان كنت عمامة ترتدي فما انت الا لزعيمك السياسي تعبدي فما انت الا حقير يطعمه الزعيم الفاسدي,abusive
الوزير جبران باسيل الافضل لمحاربة الفساد,normal
في اوروبا والبلدان المتقدمة بعد هيك مقال واحد من اثنان بفوت ع الحبس اما الصحافي اذا كان كاذب او السياسي لانه اخذ… ,normal
كول هوا ولا ادلب ما تقرب لها يا نذل,abusive
حياك الله من سوريا الاسد الاستاذ وئام وهاب    ,normal
كثرة الكلام ثرثرة ,normal
التم التيس على العنز ,abusive
"انا فينيقي عبارة تشبه في بلاهتها لو ان احدهم في المستقبل البعيد قال انا ليڤانتيني ، إنّو يا حمار الكلمة اللي كان يستعملها الاوروبي للدلالة ع منطقة واسعة كيف أخدتها انت كمعرّف اثني، عالقليلة استعمل العبارة اللي كان يستعملها اسلافك",abusive
قلتلك من مبارح احتياط خراس يا ادرعي لبنان,abusive
يجب على القضاء التحرك فوراً لوقف التعدي على الأملاك العامة من قبل هذا الوصولي ,normal
كول هوا مين ما كنت تكون بتسوى صرماية,abusive
"ابو ريدا ،عيب عليك تقول دويله قطر ،وانت من دويله او قضاء لبنان ",normal
بنعمرها سوا يلا كلنا سوا دبكة الانتصار,normal
انت قد عماد عثمان ياصوص ,abusive
عفوا أنت مخطئ الموضوع عنزة ولو طارت المواد الإعلامية التي تستعمل لإبراز موقفا ما مش لازم ت… ,normal
وئام وهاب هذا الشخص سبق ان تهجم ع السعوديه ومعروف انه بوق لحزب الله وعلى فكره تراه مطلوب لد… ,normal
الجبناء امثالكم لا يستطيعون مواجهة الحقائق لأنكم زائفون وحججكم كبيوت العنكبوت خسئتم ,normal
قلبه كبير وئام وديموقراطي عكس باسيل هههه ,normal
أظهرت انو بري ما زال ميليشياوي و جبران باسيل صدق بكامة بلطجي يا زبالة لبنان,abusive
افهم ما قاله جبران باسيل وأتفهمه كما افهم موقف حدا جذري متل اسعد ابو خليل لكن لا افهم ولا اتفهم من يخون هذا او ذاك,normal
متل ما انت عامل لفيصل القاسم نحنا عاملينلك ههههه ,normal
هل نسيت ان اب و ام هذا الامير كانوا اول من زار لبنان بعد حرب و زاوا الجنوب و مولوا,normal
هيدا اصله سوري ويجب سحب الجنسيات من السوريين لان ما النا خير بهيك ناس,hate
كذاب بنص عيونك لعنك الله يا كاذب تكذب وتنافق كي تدافع عن اسيادك الاتًراك المجرمين تف عليك وعلى الاتًراك الارهابين,hate
والسيد حسن مو هو نفسه حسن نصر اللات عبد ايران هذا الي أقصده  وسؤالي هل وائم معا سياسته ولا ضده فقط,abusive
احترم حالك يا شيخ والله وطات من قيمتك صرت مسخرة ودعوسة بين اجرين وأهالي الجاهلية عيب اذا ما بتعرف العيب… ,abusive
كفاية تنمر بقى يا زنجي يابن الوسخة,hate
اول مرة بعرف انو الصرصور بيضحك ,abusive
لا ينقص بيروت قمامة حتى تأتيها قمامة قطر ,abusive
كل عام و انت ديوثَة و كل عام و انت نكرة و كل عام و انت ناقصة و كل عام عندك خلل ونقص انت بتشبهي كل الشي ا…,abusive
نطالب القضاء بالتحرك ,normal
وهل يجوز ان تضحي بمرافقك لتمشي مخطط برأسك؟ الذي يقتل نفس له جهنم وبئس المصير ,normal
طلع تحريم الخنزير جايينا من الآراميين من شي سنة,normal
وانت اول عاهرة عاهرة بشار الأسد ,abusive
وزير الأوقاف السعودي على حق فالربيع العربي كان مؤامرة كبرى نفذها تنظيم الإخوان المسلمين لتخريب الأمة وهذا الموقف قد يكون مق… ,normal
مبروك للفائزين والله شغلة كبيرة ,normal
قتلت كمال جنبلاط ونام ابنه وليد في احضان قاتله كما فعل الحريري وغيره وغيره والشعب الذي قتل,normal
اكيد كلهم عاهرات وفاسدين ,hate
سعد الحريري من يوم يومه يخدم الناس سعد الحريري رجل الاعتدال والانسانية والكرامة لو لا سعد الحريري لكان… ,normal
وانت رفعة شي هههه ,normal
شركة روزنفت خبيرة بدفع الرشاوي جبران باسيل,normal
مش مفروض تحذره حضرتك مفروض تقبض عليه فساد,normal
هي تفاصيل لطيفة بس,normal
انت ومرجعك الكبير و سوا فيك تحط محل النقط كلمتك المشهورة     ,normal
مناسبة اغتيال الصحفي السعودي خاشقجي رحمه الله لايسعني الا ان اقول يلعن روحك يا حافظ على روح ابنك بشار على روح الي خلفك,abusive
ما احمرك ,abusive
معاليك بس سؤال انت ليش بتغار من معلمك شيخ سعد يا عمي بحس عنجد أنو حارق قلبك وانك بتغار منو صدقني ,normal
جبران باسيل لل ربما علينا أن نعلم واشنطن ولندن كيف يديرون بلداً من دون ميزانية,normal
شو ما دفعلك ,normal
كول هوا دعسوا على راسك وراس كل خاين امثالكم                                    ,abusive
فرحان أوييي يهبل؟ انت مين مفكر حالك يا عميل بشار الكلب لا بل حرب طلع نفسك و لا بلسلم بيّنت هلق بدك ,abusive
"ماسامع بهل الشي قبل ، دخلك خبر كان او طار ",normal
اكيد قابظ شي مبلغ مرتب لسكت ,abusive
اول شي فشر انك تكون عزيزي,normal
هوي مختار مش قادر يعمل بضيعتو وااااك واااااااك وااااااااك ,normal
انتي قمر,normal
الحكومة السعودية تعلن عن طلب مناقصات لحفر قنال على طول الشريط الحدودي مع كندا,normal
يا ترى من من النظام العربية التي ستساعد الدول المنكوبة على إستعادة عافيتها مو حكام العرب كلهم خونه ,normal
يخرب بيتك ماعرفتك   ,abusive
انت يا عبد الريال والمنشار ورح ضل قلك كول هوا وارجاع لورا,abusive
"طز فيك وبي يلي بشد عمشدك كنت فرجينا مراجلك ووطنيتك لما كان معلمك عم بي سحسحولو على الرايح والجاي بي مملكة الخير ، على القليله تصاريح الايرانيه تدل على قوة لبنان في وجه الصهاينة اسيادك وبعدين هل المطلوب من المقاومة عدم الرد على اي حماقه اسرائيليه على لبنان؟فشرت يا قذم",abusive
سؤال اللواء عماد عثمان عاملّك واحد خليفاني بالعرض وموجّعك كتير لحتى كل يوم بتغرّد عنو من الوجع   ,abusive
جبران باسيل اكثر الساسة نفاقا,abusive
انشاءالله يا جبران دايماً خسران  ,normal
اللي بيسمع هالمزايدات على جبران باسيل بفكر انو فوزي صلوخ او عدنان منصور كانوا يطلعوا كل يوم يحكوا بازالة اسرائيل ,normal
نقول له حقها صرماية  مش حقها الأمان,abusive
صاحب كلمة الحق ,normal
وليد جنبلاط علي العربيه من حواره اثبت انه كلب السياسه العربيه والشخصيه المراوغه الاولي,abusive
والسارق الأكبر تبع معامل الكهرباء؟,normal
الجهابذة اللي عم يطالبو بتقديم دعوى وهيدا مش اخبار يا بطاريق عثمان,normal
اثبات جديد انو بلى عقل ولا ضمير ولا حياء مأفلس من الانسانية ما عندو غير بوق يحكي بما يم… ,normal
جبران باسيل الوزير الملك تحياتي لك صديقي الطيب,normal
الرئيس نبيه بري ومن يمثل,normal
لايام جاية راسكن بلارض راح يكون يا عملاء إيران ,hate
يا لطيف ما ازنخه,abusive
خلص كول هوا  شو سقيل,abusive
زمن الاوغاد ,normal
لك بالقليلة عم تبسط هالدراويش المحرومين,normal
النصّ من دون تحريف,normal
خراس عشان ناكل  ,abusive
وين زعيم عربي اللي ما ذل شعبه ودمره ,normal
هيييششش هيييشششش ,abusive
واضح مين الحقد عامي قلبه والحقد الطائفي كمان نحنا مع الشخص صاحب الكفاءة وليس الإنتماء الطائفي أو السياسي ,normal
ما في مشكلة على قولة جبران باسيل من حق اسرائيل الدفاع عن نفسها ولا مشكلة ايديولوجية مع اسرائيل   ♂   ♂ ,normal
طز بهك منتخب وطز بهيك لاعبين وطز بهك مدرب وبهك لعب وبهك لاعبين وبالاتحاد الرياضي واخص بالطز المدرب المخرف يشعر بـخيبة الأمل,abusive
آخ يا جبران باسيل شو قاهر عالم     انت معلم منا وجر,normal
فليفعل ما يشاء ارادتنا اقوى ولو كلف ذلك حرب اهليه ,normal
خذوا براداتنا وغسالاتنا وانصرفوا,normal
اثار وصف وزير الخارجية والمغتربين في حكومة تصريف الاعمال جبران باسيل زيارة الأمير القطري «بخرق الحصار» حفيظة دول,normal
باسيل ل  سي أن أن علينا أن نعلّم واشنطن ولندن كيف تديران بلداً بلا ميزانية,normal
لك من جهة ان شاء بضل حرقة بقلبك وبلاطه ع صدرك و غصة بزلاعيمك الشيخ سعد و من جهة تانيه بضل جالطك اللواء عثمان,normal
السيد طلب نحب بعض لك يقبرني جبران باسيل انا ❤❤,normal
خيي كلفوا حدا يحظر الشتامين ويلي بعبر عن رأيه بإحترام أهلا وسهلا فيه ,normal
مت بغيضك ,abusive
خراس يا خنزير,abusive
فعلا  سياسيو لبنان حيرونا  بالأمس القريب كانوا يوجهون الانتقادات للدولة لأنها لم ترخص لشركات أخرى,normal
"بليز لغي المعاهدة، الهيئة وزير الخارجية جبران جرجي باسيل ما بدو ينفذ مذكرة التوقيف، ف سماع مني ولغيا ولو…",normal
روح ضبضب ,normal
دور سورية بلبنان شي مشرف نسيت ميشال سماحة     ,normal
وهي والقدس حبيبتا الله ورسوله ,normal
حافظ اسد و السلالة اذواق لك هاد كهريس صرف صحي كبينة خرا اذوااق مين يا امة الله,abusive
الله يلعن هيك دولة على هيك زعماء ,hate
كول هوا يا هوا,abusive
معالي لبناني وطني مش سعودي ليسافر ,normal
لما يطلع بوِجّك باب مسكّر ما تقول خِلصِت هون لأن الا ما يطلعلك واحد غيره,normal
بديني بدك فلقة,abusive
أنا ما عم بحكي بحقها عم بحكي عن يلي عم بهاجموا جبران باسيل مبارح وبال ,normal
العمى شو انكن عبيد,hate
أصحاب الرؤوس الفارغة ما عندا شي غير تهاجم الوزير جبران باسيل,normal
منك عارف انو كل يلي بتمدحون بيضحكو بيتمسخرو عليك ,normal
واخرتك فلسطيني ابن كلب ,hate
يلي عنده جبران باسيل وبي الكل ما بيلحق ع إنجازات,normal
وهاب نتمنّى على علاء الخواجا الإسراع في تشكيل الحكومة ,normal
شكلك قاطع الأمل ما يطلعلك ولا دولار ,normal
"مشكلة الوطن بسوء الإنتماء، وتغليب المصالح الخاصة ",normal
كول هوا اندعستوا خلص بئا انكتموا,abusive
"يا عزيزتي مريوما، الإمارات تبقى حليفة للملكة وثوابتها واضحة الدكتور علي رجل أكادي… ",normal
باسيل اذا ارادت اسرائيل حفظ امنها وهذا حقها,normal
كان على الشيخ حسن مغادرة القمة وتركها للقمامة ,normal
أنا بوصلو عنك ماتعتلي هم يلا وئامو هههههههههههههههههههههههههههههههههههههههههههههه      ,normal
فشرتي كلكن بتعرفو وحتى أصحابكم اليهود إنّو السيد بس يفول شي هو قد كلامو هذا السيد البطل الشريف,normal
كلامك مزبوط معاليك الله يعطيك الصحة والعافية ,normal
خنزير ريحتك طالعة صرماية اصغر قطري بتسوى اهلك ويلي جابوك ,abusive
واحد غجري نوري قرباطي,hate
انت مين لا تجي تأمر مين انت مين ,normal
كنا معودين عليك بتحكي جالس بس تفسيرك لجواب جبران باسيل عن السكوت بيدل على سذاجة وهبل منا وجر,abusive
سعد الحريري ينصر جبران باسيل ضد وزيره المرعبي في موضوع النازحين السوريين,normal
"إلى جبران باسيل مبارح واليوم وبكرة، إسرائيل عدو إيديولوجي",normal
الفجوة اللي بجيك منها ريح سدها واستريح وسد نيعك معها,abusive
فشرت ولاك حيوان وهابي كلب ساعتك قريبة يالقيط,hate
هللويا مبروك للشعب اللبناني ولادة حكومة,normal
انت راح تظل خادم ذليل للفرس يا جزمه ,abusive
عفكرة وجع عيني عينك واقفين مع نظام فاسد تضربو بهالمنظر كلاب جحاش,abusive
يخربيتك روحي عالمطبخ لو شافك هتبقي مصيبه  ,hate
ما بدك الجمهورية السورية السنية مثلا,normal
الله محيي أصلك يا استاذ وئام ,normal
مرحبا انا بكل فخر لبنانية وبحب لبنان ما عم افهم ليش كلكم ما عاجبكم معالي الوزير جبران باسيل ليش عم يحكي…,normal
اذا ارادت اسرائيل حفظ امنها وهذا حقها,normal
مش دفاعا عنه ولكن ليس بيده دماء أبرياء بينما اكثر زعماء لبنان مجرمين حرب سابقين و لص… ,normal
كول هوا يا كلب انضب,abusive
الكلاب اللبنانيين يداهمون مخيمات عرسال للاجئين السوريين كلاب وستبقون كلاب,hate
حاصلو يلعن روحك يا حافظ فرنسا بلجيكا,abusive
في دارة شيخ العقل الشيخ ناصر الدين الغريب برفقة النائب فادي الأعور لا تفرد ولا إلغاء وتحية للرئيس عون على خطوته الجريئة   ,normal
انشالله عن قريب لازم بقى ينشد هالفار وينرمى بشي زريبة ,abusive
حركة المياومين والبلطجية بكل فروعها مع الكتبة بيتهموا جبران باسيل انو إسرائيلي,normal
والامامو علي انه كلاب اربتعش آذار ما بدن الى شباب حركة أمل,hate
اهلا وسهلا بكلامك الوطنى فعلا محترم ,normal
انا مش عم صنف حدا,normal
ما بقى تنقل شعر شعر ما بقى تنقل حساين ,normal
"قال رسول الله صلى الله عليه وسلم من سب أصحابي فعليه لعنة الله والملائكة والناس أجمعين، لا يقبل الله منه صرفا ولا عدلا",normal
العمر الو حق مبين عليكي الكبر,normal
انت كلب ووسخة ولاك بعت كردستان سوريا لأردوغان يا واطي يا خاين بدنا نلعن شرفك وشرف جيشك,abusive
"يا ريت لو بتسمي بعد ، بس ما بعتقد بتقدري لأنو عندكن خطوط حمر ممنوع تتجاوزوها",normal
طز فيك وببرنامجك يا مارسيل غانم كلب سعودي تفه لك لو حدا عم بهاجم السعودية متل ما هاجم ضيفك روؤساء لبنان لكنت طردته من الاستديو بس كلب متلك سعودي بتاخد كلامه بابتسامة ولا كأنه حكا شي تفه,abusive
قلمك واضح وللحق ينحني للاسف معاليك كانو ناطرين موتك بس الله كتبلك عمر لانك صاحب حق والله يحب الحق,normal
أقترح عليك ان تسدو لبوزك ,abusive
حلوه بس أنفك مو مصلي عالنبي,normal
صدقيني مش طبيعي   جلطني ,abusive
المجرم جبران باسيل اشتاق الى نعل مجرم الحرب بشار الاسد,abusive
ونعم بالله ,normal
خراس ياششمة فرنجية خراس واذا مابتعرف شو يعني ششمة هي بيديه مرحاض  تلئ راسك يا حقير يا زبالة اصلا تاريخ عيلتكن اسود متل وجك,hate
كول خرا منيح ههههه,abusive
الشيطان الاصغر,normal
كول هوا يا هوا عميل كلب,abusive
طيب يا عاهة جرحى مو معناها من المعارضة ممكن يكونوا مدنيين كمان 😂 وانت لو ماكل شظية بتروح بتتعالج ولا بتضل قاعد لحتى يصفى دمك وتموت؟ 😂,abusive
يا فاشل انت وجريدتك إذا بصير حرب عالمية تالتة بتحطوا عنوان ضد الحريري لي عاملكن عقدة يا معقد بكفي تنزل تعمل جولة بل السوليدير وبعرف رح تكون مغتاظ من هل المدينة الجميلة لي عملا الشهيد الحريري ولي من أغتيالوا بسبب هل المدينة,normal
انت ابو التنظير وامه طرطور بمتصرفية لبنان بدولة فارس ,abusive
انشالله نكون فاهمين غلط و يكون بحبنا شو منزعل بس تصرفاتوا دايما هجوم علينا,normal
يا حقير روح انضب وصواريخك ادحشن سلاحكم هو لمحاربة السنة وغيرهم في المنطقة وانتو صرتو مرتزقة غب الطلب,abusive
جبران باسيل خرّب علاقات اللبنانيين ببعضهم وخرّب علاقة لبنان بدول العالم حتى لم يبق له سوى الانطمة الإرهابية,normal
