Comment,Majority_Label
"@User.IDX لماذا تنصبغ الكوميديا دائماً بالبشرة السوداء ؟! هل الشخص الابيض يراها مضحكة او بالاحرى الشخصية المصرية ترها للفرجة والضحك لماذا لا يجسدون شخصيات سوداء ف غير موضع الضحك ،، كفو عن السخرية من شعبي الكريم سامحكم الله ",Non-Offensive
@User.IDX ههه فاز الملك عاش الملك .اسالي شعبه اكثرهم لايريدونه ,Non-Offensive
عيال بنات اتمنى دعمكم لقناتي ,Non-Offensive
لو كل فنانين العرب حاولوا يستقطبوا نص فنانين اوروبوا ويوجهوا نفس السؤال للحكام ماحد هيجاوبهم لازم رد فعل قوى وحاسم من كل الشعوب كلنا متخاذلين عن التفكير ف حل لمشاكلنا ال سايبينها ف ايد بشر زينا ب ايدهم بيقرروا احنا نموت او نعيش ,Non-Offensive
"""بالإمكان توظيف البغل مستشارا للأمن القومي مثلما كان عليه """"الحكيم مرجان"""" طبعا.. """,Offensive
اليوم هذه الصفحة لم تجد ما تثير به الفتنة و النميمة إلا هذا الموضوع 😏😏🐸🐸 ,Non-Offensive
"اغنية المقدمة تقول without politics ، وانت فيديوهاتك الاخيرة اغلبها سياسية 😬 لازم نغير المقدمة او نحذف هالجزء منها، و تصير without pornographers only . ",Non-Offensive
@User.IDX وما زال هذا الفكر يتغلغل في كل مكان و زمان ,Non-Offensive
الله يرفع من قدرك و يزيدك جمال و كمال. ,Non-Offensive
@User.IDX كل المحاولات التي تقوم بها قناة الفتنة وشر ضد السعودية قد فشلت وخسرت وتكسرت تحت أقدام السعودين اللهم لك الحمد ,Non-Offensive
@User.IDX ماذا تفعل أو ترد على رجل دخل بيتك وهو دخيل غير مرغوب فيه وأصبح يتكلم بكل وقاحة بهدف بث الفرقة والشتات بين فئات البيت أو المجتمع الواحد ما هذا الخبل وهذا الاستهتار هذا تمادي ويجب أن يطرد ولو كان عنده قوة او مال ,Offensive
@User.IDX من امير قطر ورئيس تركيا ,Non-Offensive
"كل العنصريه بدهم حرق ،.، ",Offensive
هذا العالم يحتاج لشخص مثل ترامب العالم يحتاج للسييئين للمنافقين لأصحاب الوجوه اليابسة الغير معبرة صاحب ذا الوجهين لأن المحترمين الذين يحملون الإنسانية في قلوبهم لم يعد لهم مكان في هذا العالم المنجر وراء كل جديد وراء كل موضة تجعل الأخضر يابسا موضة الرعد والبرق موضة الخريف العربي .. العالم يستحق ترامب لأن الحل في يده الكرة الأرضية أصبحت مريضة بالبشر وعلاجها في برنامج ترامب برنامج التصفية النهائية الأبدية فالحقد الذي يحمله ترامب يعادل قنبلة نووية والعالم يترقب إنفجار حقده كمفاجأة لسنة 2017 سترك يارب ,Non-Offensive
الله سبحانه و تعالى قال : ادْعُوهُمْ لآبَائِهِمْ هُوَ أَقْسَطُ عِنْدَ اللَّهِ فَإِنْ لَمْ تَعْلَمُوا آبَاءَهُمْ فَإِخْوَانُكُمْ فِي الدِّينِ وَمَوَالِيكُمْ وَلَيْسَ عَلَيْكُمْ جُنَاحٌ فِيمَا أَخْطَأْتُمْ بِهِ وَلَكِنْ مَا تَعَمَّدَتْ قُلُوبُكُمْ وَكَانَ اللَّهُ غَفُورًا رَحِيمًا (5 ما قال ادعوهم لأمهاتهم. الأبناء يلتحقون بالآباء بالنسب و الدم و الاسم و الجنسية طبعاً اما الام فلا يمكن نسب الأبناء اليها و لا الى نسبها و لا الى جنسيتها. و بالحقيقة يزيدني تعجب و استغرب ممن يريد ان يحصل على جنسية أمه لماذا لا تفتخر بجنسية ابوك و تحملها حالك كحال الشعب الى ينتمي اليه أباك ,Non-Offensive
رائعة رائعة رائعة اللللف مليووون 💛💛💛💛 ,Non-Offensive
مادم ضد المثاليين فهو على حق ام المسلمون فلهم بلدانهم لماذا يعشقون بلاد الغير ,Non-Offensive
والله انت ومقاطعك بطله بشكل 😻👌🏻 ,Non-Offensive
"بالنسبه للي حاقدين على مواليد البلد وحقوقهم وماحقوقهم وهل لهم حقوق أصلا أنا مقيمة في السعودية ومن مواليدها أبوي وامي لمن قررو يجو السعودية قبل ٤٥سنة صدق او لاتصدق ماكانو يعرفو لا بترول ولا تحويل فلوس ولا مشاريع ولا اي حاجة جو للحج،، لمكة ،،فقط لا غير واللي خلاهم يجلسو انهم اعتبرو نفسهم مهاجرين لارض الدين وبلد الرسول لا كان في وقتها لا إقامة ولا اجانب ولا اي شئ وبعد ما طلعت السوالف دي كلها أبوي قبل لا يتوفى قرر انه يرجع بس لما راح علشان يضبط الأمور قبل لا كلنا نروح تخيلو إِيش اكتشف ..انه الناس اللي مثله بيتعاملو في بلدنا الأصل معاملة الأجانب هنا بالضبط يعني خائنين واخترتو تعيشو في بلد الناس بدل بلدكم ومافيكم وطنيه!!! يعني أنا وكثير غيري في معضلة حقيقيه هنا اجانب ومضيعين البلد وهناك اجانب رجعنا مذلولين بعد مانطردنا من البلد اللي اتولدنا وعشنا فيه ..صدقوني أنا أحب السعودية لأني ماعرف بلد غيرها بنفس الوقت لما اشوف اللي جاي بفيزا قبل سنة او سنتين وهمه الوحيد كيف يجمع اكبر قدر من المال ويطلع وعلى من بعده الطوفان وراتبه قد راتب خمس سعوديين بيتعامل معاملة الامرء والسادة شئ يغبن لان اللي زي لو اتوفرت لهم فرصة مثل فرصة باقي الأجانب مو السعوديين هيخدم البلد بس من غير ما يطلع ولا ريال برا البلد لان أصلا مايعرف بلد تاني وخيره للسعوديه بس للاسف مواليد السعودية هم اجانب درجة ثالثة بعد الدكاترة الفاشلين في بلدهم وجايين يطقطقو هنا وبعد العمالة اللي ارتكبو جرائم لها اول مالها اخر💔💔💔💔💔 ",Non-Offensive
ربنا يحقق حلمهم ويكون عندهم دولة مستقلة ,Non-Offensive
احب اقولك ان فقرة فاصل كتكوت تموت ضحك لاني احب الحيوانات كثير ❤️❤️❤️ ,Non-Offensive
@User.IDX المراءة المرءة المرئة المرآه آاااااه آه يا قلبي ,Non-Offensive
انا بس بدي اعرف يعني ايش او ام جينز ؟! كتبتها علي المترجم بالعربي وبالانجلش وما طلعت 😂لايك مشان يحطوها في حلقة الاسئلة. ,Non-Offensive
@User.IDX سؤال عنصري تافه .! بكم اشتراكم الغرب يا عملاء الغرب وهل احداث 11 سبتمبر جريمه او عمل ارهابي حسبنا الله ونعم الوكيل فيكم ايها الاعلام الخبيث ,Offensive
يا رجل الediting حقك مجنون. ماشاء الله ,Non-Offensive
جزاك الله خيرا وبارك الله فيك 🙏🏻احترام ,Non-Offensive
يوم قريت إسم الفيديو كان ودي أعطيك كف (مجازي). يوم خلص الفيديو صار ودي أعطيك وردة. 💐💐💐💐💐💐💐💐💐💐💐💐 ,Non-Offensive
@User.IDX الا تستحق أدلب نقل أخبارها والجرائم التي يفعلها الروس هناك ,Non-Offensive
@User.IDX أعتبره رمزآ للنضال والحريه.. والدليل عداءه لأمريكا 👌 ,Non-Offensive
@User.IDX ياقلبي شوفوا أمه كيف فرحانة ,Non-Offensive
"""@User.IDX رئيس فرنسا الماكر يتوعد بالقضاء على الاسلام السياسي """"من المؤمنين رجال صدقوا ما عاهدو الله عليه منهم من قضى نحبه ومنهم من ينتظر وما بدلو تبديلا"""" """,Non-Offensive
فعلا منطقة مميزة يشرفني أن أكون من أبناء المنطقة يشرفني زيارتكم لأشهر موقع في مرزوكة يسمى موقع المدفونة الفيلالية : المدفونة دوت كوم سنوفر لكم جميع الظروف ,Non-Offensive
قناة السويس قريبا لح تصير بلا قيمة ,Non-Offensive
@User.IDX نريد قرار حاسم يعيد الحق الي أهله ويطلب من الاحتلال الصهيوني الانسحاب الفوري من الجولان حثالة صفقة القرن هم سبب تمادي أمريكا و احفاد القردة منذ أتى ترامب وانا أراهم يهنون رغم أنهم كبار في السن و الله عيب يدعون الشهامة و المرجلة وهم هز هز 😂🐴 ,Offensive
صراحة اكثر بلد عربي بحترمه وبحترم اهله الاردن الشقيق ❤️ الله يسعدكم يا اردنية 🥰 من فلسطين وكل الاحترام للملك عهيك كلام ,Non-Offensive
@User.IDX الله يعزه يارب❤️ نحن قوم اعزنا الله بالاسلام ومهما ابتغينا العزة بغيره اذلنا الله. انظروا لحال الامة الاسلامية يوم طبقت شرع الله حتى حكمت اقصى الارض الى اقصاها واصبحت الزكاة لا تجد من يأخذها لأن البلاد لم يبق بها فقير. وحالنا اليوم يموت اهلنا في,Non-Offensive
حسبى اللة ونعم الوكيل فى القاضى ,Non-Offensive
كلاسيكو #السعودية_وقطر حكم المباراة المُرتشي #ترامب و تركيا و إيران على مدرجات التشجيع ,Non-Offensive
"@User.IDX كوم تناقض وخبث ، كان سبب فىًكل بلاوى البلد ،الرحمو من الناس إنّو ميت لوًكان حى 😡 ، ضرب الحزب الشيوعى الكان فى وقتها اقوىً حزب فى الشرق الأوسط وتسبب فىً إسقاط نميرى بقانون الشريعه وتتسبب فى إعدام محمود محمد طه وفى النهايه جوز أمامه المرأه للصلاه",Non-Offensive
انت رائع انا كنت اشوف عناوين فيديوهاتك لكن كنت اعتقد ان فيديوهاتك عادية لكن لما شفت حلقات الحرب العالمية و كريم بنزيما حبيتك و ما تركت فيديو يفوتني ,Non-Offensive
@User.IDX اذا الفرس احتلوا اربع دول عربيه حاسدين اليهود على شقفة ارض بالعافيه ,Non-Offensive
احب طريقتك في معالجة المواضيع from Algeria bonne courage ,Non-Offensive
@User.IDX وسائل الاعلام تشارك بعناوين مزيفة في شهر ابريل فقط اما انتم على مدار السنة ؛) ,Non-Offensive
اول مايبدأ الحلقه يقول بسم الله الرحمن الرحيم وهذا يوكد انه غير ملحد ياجماعه ,Non-Offensive
"@User.IDX وطني مفقود ، ضائع ، مشتت،ملئ بالدماء ، وطني مات صوت الحق فيه ، وطني هدر الدم فيه ، وطني يؤلمني فقط .💔 # متى تعود الحياه لوطني ",Non-Offensive
سؤالي ياعمر حسين بما قلت سالفه الفلوس كم تجيب فلوس في المقطع الي مشاهدته 100 الف :) ,Non-Offensive
@User.IDX عليك من الله ما تستحق يا مخنث المغرب. ,Offensive
انا كرئيس دولة اغلب الي عملوا اعمال ارهابيه هم من المسلمين اول قرار سوف اتخذه منع المسلمين من الدخول ليس الى الابد لكن لكي يقوموا المسلمين نفسهم بمحاربة داعش والارهابين وقتها سوف اجعل المسلمين من الدخول الى بلدي ,Non-Offensive
ربنا يوفقك بجد طريقتك فظيعة ف الالقاء ,Non-Offensive
@User.IDX قطر الدولة الاولى خليجيا هرولة لإسرائيل ,Offensive
هههههه انا فكرت انك ضربة بوية يعني تضاربت مع بنت متشبهة بالرجال ههههههه ,Non-Offensive
@User.IDX هالشي عار عن الصحة هناك عشرات الحالات التي وثقت لهجومها على الانسان واغلبها يكون بالخطأ بسبب اعتقادها بأن فريستها هي فقمة هذاي الحيتان اخطر من القروش عندما تكون جائعة وهائجة مع مجموعة ,Non-Offensive
الحمدلله ع نعمة الاسلام واتباع سنة نبينا محمد عليه الصلاة والسلام ❤ ,Non-Offensive
وش يجيك من قناة الاستحمار ؟؟ بهدلونا 😔😔 ,Offensive
@User.IDX الطغاة يخشون العلم لأنه يوقظ الشعوب من غفلتها . ,Non-Offensive
#قاضي_العداله_قاتل بعد اذنكوا انشروا الهاش تاج يمكن يكون طريق علشان نجييب حقه ,Non-Offensive
@User.IDX مصر مش محتاج ألاعيب قذرة زيكم .. بتدعم حفتر علنيا وبكرة تضربكم على قفاكم علنيا برضه ,Offensive
الاحسن انه نساء المسلمين ترجع لامر ربها وسنة رسولها الكريم محمد صلى الله عليه وسلم وتلبس اللباس الشرعي الي برضي الله وبرضي رسول الله مش اللي من فوق ل الله ومن تحت ل عبد الله بعدين ما بيصير تحرش ,Non-Offensive
@User.IDX ممدوح هذا له ولذا الحساب وللعالم اجمع ,Non-Offensive
انا فهمت كل الي قلته بس لين الحين ماقدرت اتخذ القرار حطيت مثال للخطوره المنخفظة وللخطورة العاليه و للخطوره المجنونه بس الي نص و نص ؟ والحين معي مبلغ لنقول 20 الف اسثمر فيه الحين ولا انتضر و اجمع مبلغ اكبر استثمر كل فلوسي من طريق واحد ولا اقسم فلوسي على استثمارات مختلفه ؟ ,Non-Offensive
@User.IDX أرسلوهم علينا نحن السعودية 😥ليه الإعدام بحقهم ,Non-Offensive
لو ياخذون نصف راتبي ماقلت لا حكومة جعلت من الصحراء جنة يعني مافيه امل للفتنه ,Non-Offensive
وضحت لي ان اغلب دكاترة الجامعة عندي كذابين :) ,Offensive
@User.IDX حسبنا الله و نعم الوكيل ,Non-Offensive
نفسي ترجعي تاني يا ايمان انا بحبك جدا والله ,Non-Offensive
بشوفه سعات عند الكليه بس مافكرتش اشتري منه ولا مره بس لما اشوفه المرة الجايه إن شاء الله هبقي اشتري منهم 😍 ,Non-Offensive
@User.IDX اوف اوف اوف كل الدول جايبه العيد سرا وعلناً والعرب يتهمون السعودية بالتطبيع عشان يخفون مصايبهم مع انها الوحيدة الثابته ,Non-Offensive
"@User.IDX على كذا فيه كثير سعاودة بنطالب بترحيلهم إلى جزر يعيشوا فيها بروحهم ، اذا تصرف 10 او 20 سوري يعمم على شعب كامل ، ف لازم نعمم التعنيف و إنتقاص *حق* النساء من نصف الشعب و الوصاية و التخريب و التحرش على كل الذكور و نرحلهم إلى غير رجعة 😂 ",Non-Offensive
المغرب دولة كبيرة وحضارة و تاريخ و حاضر.الآن في المغرب نهضة و تقدم ورقي. ماحدث غير مقبول و يجب ان يدرس. قد يكن تململ من الشباب لذا وجب أخذه بعين الجد حتى لا يتطور الى ما لا يحمد عقباه. حفظ الله المغرب و أهله و جميع بلاد المسلمين ,Non-Offensive
@User.IDX ليش مستعجلين مااحد يبي يعاقبه في الدنيا قريبا يلقى عقابه الشديد لابد الآبدين ,Non-Offensive
اكرهه المنافقين يا عمر حسين. ,Offensive
"حقيقي التصوير من زوايا مُختلفة أكثر متعة والدليل ثنيان خالد يسوي هالحركة وقناته مُفضلة لناس كثير وڤلوقاته من أحسن الڤلوقات👍🏻،فيديو جميل جداً استمر عمو عمر 💪🏻 ",Non-Offensive
"خخخخخ ،، جوج فرنك ،خهخخحههخخخهخهخ ",Non-Offensive
يابنى انت مبتحرمش .. هتلم البقر كلهم عليك دلوقتى و يقلولك يا كافر يا بتاع التطور ... anyway u r amazing ya man keep it up 💋 ,Offensive
لا يا أخوي نوكلس الشيخ الدكتور أحمد الوائلي من رجل الدين القلائل الذين يدعون إلى وحده الصف والدين ونبذ العنف والفرقه اولا مره منذو ان تابعت البرنامج أحس بي الضيق بسبب الفيديو الاخير عن الدكتور أحمد الوائلي رحمه الله تعالى واسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان وان لله وانا اليه راجعون. ,Non-Offensive
"""@User.IDX قال حذفته واجت تعتذر اجت تكحلها عمتها ... بتحكي ستبقى القدس""""الشرقية"""" عاصمة فلسطين """,Non-Offensive
ربنا يحفظ لبنان وتكون دولة كفائة وتتحسن الحكومة يا رب ,Non-Offensive
عسى يكون التغيير للأفضل بما فيه للأمه العربيه والشعب الموريتاني تحياتي آخوكم من العراق العظيم ,Non-Offensive
عادي ماحكى شيء غلط وما كان فيه داعي للإعتذار وفعلا فيه نسوان قد البقره😂😂😂 ,Offensive
أنا سوري ... بدي أعيش و أموت و من بعدي يعيشوا ولادي بسوريا ديمقراطية ... سوريا بيتساوى فيها كل أبناءها تحت سقف قانون عادل ... بدي بلد ما يكون الإنتماء الطائفي شرط أساسي حتى أكون رئيس ... بدي بلد تكون نتائج الإنتخابات الرئاسية (التعددية) و التشريعية فيه مفاجأة ... بدي بلد أحكي فيه ضد أي مسؤول بما فيهم الرئيس بدون خوف ... بدي بلد أقدر أجرجر أكبر مسؤول مخابرات بالمحاكم إذا تعدى علي بدفشة ... أحلام بسيطة ما ؟! ,Non-Offensive
أكثر شيء عجبني انه التعليقات على الفيديو كلها مؤدبة و الناس تعلق لبعض باحترام أول مرة ما أشوف كره في التعليقات! متفاجئ! ! يا إما متابعينك راقيين (و أنا منهم p; ) يا إنك تمسح كل تعليق سيء في الحالتين أحسنت صنعا يا هذا ,Non-Offensive
@User.IDX شريفة لما تتصور وهيي مستحية <url> ,Non-Offensive
مرحبا فيديهاتك رائعة وانا لم افوة حلقة بي توفيق ايها رائعون ,Non-Offensive
من يحب السليط من الجزائر ♥ ,Non-Offensive
بحب احضرك كتير اسلوبك جميل جدا و قريب عالقلب الله يوفقك 🤗 ,Non-Offensive
اه بس صناعة صهيونية طبعا افادوا المسلمين من خلال الشراكة و الأخوة السعودية الاسرائيلية ,Non-Offensive
موسيقى وتصوير خطير يوم عن يوم عمر يستمر في تزبيطنا بالفديوهات الجميلة ,Non-Offensive
@User.IDX القوة للمحتل يفعل مايشاء مايؤخذ بالقوة لا يسترجع إلا بالقوة واضح ولا تحتاج للتحليل او توضيح (... وأعدو لهم ما ستطعتم من قوة ...) كلام الله بين ,Non-Offensive
المصريات لهن قصص وحكايات بطولية كثيرة.. ربنا يجازيها خير عما تحملت وصبرت ,Non-Offensive
احلى بلد و أطيب أهل تحيا من سوريا ,Non-Offensive
@User.IDX من يملك السلاح يفرض الأمر الواقع ,Non-Offensive
Rahma Khaled في حاجات كتير بحس بيها مش بلاقي ليها كلمات ساعات بحس انه في الم مش ينفع أشاركه لانه مفيش كلمات توصفه وفِي برضو فرح محدش هيفهموا ,Non-Offensive
"يلا ،،،، فرحوا المصاروة الغلبانين فرصة يشحتوا شوية وطنية وإنتماء للسيسي الزبالة بقطع العلاقات بين السعودية وقطر سيجد كل مواطن مصري خبز كفاية وسكر و ارز وقوطة وسيشفى كل المصريين من مرض التفويد وفيروس سي وسوف تتحول مياه المستنقعات التي يشربونها الى بلسم ولن تضطر بناتهم لحمل المطاوي في شنط اليد ليحمين أنفسهن من التحرش فليتابعوا عمرو اديب وزوجته واحمد موسى كي يتزوّدوا بوقود الوطنية المفروض على الجاهلين من أمثالهم ",Offensive
هذه سياسة امريكا منذ عصور بس حكامها السابقين كانو يأكلون من تحت طاولة وهذا ليس عنده مايخفيه يقولها علانيتا انه وشعبه لايحبون سوى العرق الابيض البريطاني الاصل ولا يحبون باقي الشعوب وترامب يؤمن بشيء واحد انه لا فائدة من العرب سوا اموالهم وقالها صريح واعجبني قوله اللهم صلطه على اهل الخليج كافة بدون استثناء الانهم بغو في الارض واكثرو فيها الفساد واستعبدو الناس فامثلا السعودية تستعبد ابناء شعبها من الشومرية لا تعطيهم حتى جوزات سفر ولايحق لهم الزواج من عامة الناس وتقصيهم من حقوقهم المدنية الكويت نصفها شواد عمان وكذالك والله الفساد الموجود بالخليج ليس في الغرب مثله ولا يحبون اخوانهم العرب وخير دليل لا يساعدون الشعوب العربية ويكنزون اموالهم في البنوك الاجنبية الا لعنت على الظالمين الدين يسعون في الارض فسادا ,Offensive
@User.IDX اما هذا الفارسي فيبرر فشله بكلام لايهمه مصداقيته أما هذه القناة فما هي إلا كالعاهرة التي شاع في الناس عهرها فأصبحت لا تبالي ولا حتى في حفظ خداعها للسذج بالحيادية ,Offensive
@User.IDX لجين الهذلول عميله وتستحق السجن بكل جدارة ,Offensive
والله كلامك سليم والطب صار تجاره وسرقة جيوب الناس وفيهم جشع وما في احد يحاسبهم غير ان كل دكتور عنده طريقه مختلفه عن الثاني بالعلاج واحد يقول يمين والثاني يسار الدكاتره ذي الايام ععاااارررر ,Non-Offensive
"@User.IDX لا قطر لا إمارات لا سعودية لا مصر ماعايزين دعمكمممممممم ، كلامي موجهه للحكومات العربية ",Non-Offensive
@User.IDX اثبتت للعالم معنى الوحدةوعدم الكراهية اثبتت ان المسلمين مرحب بيهم وليس ارهابين كما يدعي الاعلام الغربي المتطرف كان ضربه قاسية لهم اثبتت ان الشعب النيوزلندي لا يعرف معنى الكراهية ولا يعرف الارهاب بينت الحقيقة ان الشعب النيوزلندي اكبر مما يعتقد ال,Non-Offensive
"@User.IDX @User.IDX اغلب السودانيين (الرجال) بيطّلعو الاكل من البيت عشان ياكلو مع بعض في الشارع، انا باكل في صينية جاري وهو ياكل في صحن صحبو و اي زول ماري في الشارع لازم يفطر معانا ",Non-Offensive
@User.IDX فعلا بالغت الجزيرة في أخبارها <url> ,Non-Offensive
(افهم تحماق) حسني يسجن مرسي ومرسي يسجن حسني ومرسي يعين السيسي والسيسي يسجن مرسي والسيسي يفرج عن حسني فهمتو شـي حاجة ؟ طيب حاول تفهم هذي 👇 ! إيران مع بشار الاسد وبشار ضد الاخوان إيران مع حماس حماس مع الاخوان والإخوان ضد ايران دول الخليج ضد ايران وضد الأخوان دول الخليج مع السيسي والسيسي مع بشار دول الخليج ضد بشار دول الخليج مع تركيا تركيا ضد بشار وضد السيسي تركيا مع الاخوان دول الخليج مع امريكا امريكا ضد الإخوان والإخوان مع حماس حماس ضد امريكا امريكا ضد روسيا روسيا مع السيسي والسيسي مع بشار امريكا ضد بشار :/ فهمتو شـي حاجة ؟! القذافي كان صادق يوم قال : (من أنتم) ظلمناه المسكين و خليناه مجنون وهو كان يحاول يعرف منو احنا بالضبط ,Non-Offensive
ياجماعة انا دخلت موقع ربحكونو <3 انا ربحت هاتف ايفون6 و4 من اصدقائي ربحو لتربح هاتف انت ايضا اكتب في جوجل ربحكونو وادخل للموقع الاول الموقع له مصدقية من جوجل ونسبة الربح كبيرة أانا حبيت افيدكم اكتبو في جوجل ربحكونو وادخلو اول موقع ;) الهاتف يصلك مجانا حتى المنزل ,Non-Offensive
@User.IDX من اساء الى الهتنا ؟ اللحمة عليكم والرز والشوربة يا من عققتم بالهتنا اعلو هبل ,Non-Offensive
حتى يعطوا الجزية عن يد وهم صاغرون .. وإن عدتم فسنعود ان شاء الله . الجزية حق شرعي للمسلمين .. كما أن رسوم الإقامة حق قانوني لغيرهم من الدول . عادي يعني .. تقسيم الناس حسب الدين وليس الجنسية . ,Non-Offensive
الله يحفظها ويحفظ أهلكم جميعا يارب ,Non-Offensive
@User.IDX لعنة الله عليكم من قناة اخبار تنقل كلام المعتوه وهو يتهم الاسلام بالارهاب ,Offensive
هل قصدك بالأسهم Binary option trading و لا المقصود شراء سهم معين ؟ لأني كنت فعلا أفكر ابدا trading 😅?? ,Non-Offensive
المشكله ان عندنا في مصر شائعات كثيرة ,Non-Offensive
اتوقع رجعت البيت مكتئب من كثرة قصف الجبهات الي حصلتها ,Non-Offensive
@User.IDX وأخيرآ سوو تحدي مفيد 😊👌 ,Non-Offensive
ايوه صح انا عندى الدرس ده فى الثانويه العامه والله 😂😂😂 ,Non-Offensive
ربي العالمين كبير وسوفه تندموت جميعكم ولن نسامحكم على خزلاننا نحن الدول المنكوبة والمفجوعة والمشردة اين اتنم من سوريا الجريحة او من الرهينغيا او من العراق او من فلسطين والقدسها الشريف اين انتم من اليمن والاهلها اين انتم يامخنثون من حقوق العرب ..اما هذا القطري عديم الشرف كيف تكون ايران شريفة وهي من دمرت وقتلت وابادات الشعب العراقي والسوري كيف تكون شريفة وهي مجرمة وقاتلة تشارك في قتل السوريين واليمنيين والعراقيين ولبنانيين وكل من يقول انه سني حسبي الله ونعم الوكيل عليكن وعلى اجتماعكن .انتم بلا شرف او كرامة او نخوة انتم بلا اخلاق ,Offensive
@User.IDX طبعا احنا راح انطلنا ساكتين ,Non-Offensive
فاهمين مصطلح حرق الدهون غلط😂 ,Non-Offensive
اليوم ببدا اسجل اللي بسويه بحياتي مشتقبلا :) ,Non-Offensive
@User.IDX عنايه الله فوق كل شي وايضا قالو لكم العنايه الطبيه ولد اخوي ولد بعمر سبع شهور سليم معافى اخرتها يموت بفيروس انتقل عدوى من الطفل المجاور له بسرير اللهم لاشماته كاننا بحضيره وليس مستشفى ,Non-Offensive
@User.IDX اكيد وهو في غير الزنابيل هذولي لعنة الله عليهم إلى يوم الدين. ,Offensive
الكفار يروحون المسجد وحنا عندنا ناس ماتصلي حتى ,Offensive
"أكثر من رائع وكأن الانيميشن يتحدث عن أطفال الحروب الذين يصلبون ويموتون دون أي ذنب، عن طفل دفن أغلى ما يملك في التراب دفن دميته التى أمضى معه أجمل لحظاته والتحق بجيش بلاده ولم يترك سوى وردة لأمه كأمل بالحياة كذكرى منه أو كوصية تضعها على قبره وفي النهاية انتصر الأمل وعاد الطفل ونبش قبر دميته وزرع الدنيا زهور 😍 ",Non-Offensive
"اممم ، حلو.. بس عندك احسن من كدا 😉 ",Non-Offensive
@User.IDX قطر تمنع الشيخ سعود آل ثاني من السفر وين الدمقراطيه ,Non-Offensive
@User.IDX رحلة قبل انقلا ب الابن على ابيه. اوبعد ,Non-Offensive
"اللهم إنا نسألك بأسمائك الحسنى وبصفاتك العلا وبرحمتك التي وسعت كلّ شيء أن تمنّ علينا بالشفاء العاجل، وألّا تدع فينا جرحاً إلّا داويته ولا ألماً إلا سكنته ولا مرضاً إلا شفيته، وألبسنا ثوب الصحة والعافية عاجلاً غير آجلاً وشافِنا وعافِنا واعف عنا، واشملنا بعطفك ومغفرتك وتولّنا برحمتك يا أرحم الراحمين. ",Non-Offensive
@User.IDX اسباب انها جميله ورشيقه وحاجات تانيه كتير ,Non-Offensive
@User.IDX معقوله في رئيس يقول هالكلام 😱😱 ,Non-Offensive
@User.IDX اخباركم هذي يا قناة الجنزيره بعد ما لطموكم بالجزم انتم واللي مستأجرتكم دويلة شرق سلوى الايرانيه !!!!!! اللي لطمكم المجلس العسكري السوداني البطل طبعاً ,Offensive
ههههههه الكفتيريا اللي في البداية هذي في النزلة اليمانية و قدام ملعب الصصخرة هههههههه ,Non-Offensive
صذيق انت في قرقر زياده انا في وجع راس من صوت انتا ,Non-Offensive
👎👎حرام عليكم نعمة تحطونه علي شكل يهينه 😡😡 ,Non-Offensive
طب نعمل ايه لو فيه بعض التطبيقات احنا محتاجينها وسياسة الاستخدام والخصوصية بتشترط انها تدخل على المعلومات اللي على موبايلي ؟؟ ,Non-Offensive
عماني وافتخر ...ونحنا نحبكم. ..صراحه السحر والجن وغيره فكل مكان مو محدد على سلطنه عمان......وشكرا ,Non-Offensive
@User.IDX الله أكبر والعزة لله اللهم انصر إخواننا في غزة وخذل ال سلول وعيال زايد الاوباش وثالثهم كلبهم السيسي ,Offensive
@User.IDX ولا واحد منهم محمد وبس ,Non-Offensive
الله يصلح التعليم وهذا الاهم ,Non-Offensive
@User.IDX @User.IDX على اى مكانه يتحدث لحد الان لم يحصل على اى بطوله فى اى نادى لعب له عندم يحصل على بطوله مع ناديه الحالي ليفربول سوف نتحدث على المكانة التاريخ والمكانة يذكر بكم الإنجازات والبطولات وليس عداد الأهداف يا مصريين يا متخلفين هو عنده حق لما وص,Offensive
حريق إسرائيل بدون خسائر بشريه هي غضب من الله سبحانه وتعالى ولكن حادثة الرافعة في الكعبه التي قتلت 300مسلم هي قضاء وقدر #إسرائيل #تحترق جيبو الاطفائيه😂 ,Non-Offensive
"ننرجع لموضوعنا طريقة عمل مجدرة الرز المقادير -1 كوب أرز، حبة قصيرة -1 كوب عدس أسمر -1 بصلة وسط -2 ملعقة كبيرة زيت - 1 1/2 كوب ماء، لسلق العدس - 1 ملعقة صغيره ملح - 1/4 ملعقة صغيره كركم *طريقة التحضير 30 دقيقة يسلق العدس في قدر على النار لمدة ربع ساعة ثم يرفع جانباً. تفرم البصلة فرم ناعم، وتقلى بالزيت ثم تضاف على العدس ويقلب قليلاً. يضاف الرز وماء سلق العدس، الملح والكركم ويوضع على نار خفيفة ليستوي الارز. تقدم المجدرة مع لبن الزبادي وسلطه البندورة والخيار. ",Non-Offensive
@User.IDX من اول ضربه ع إيران ستنهار بالكامل لاتملك شئ سوى الكلام صواريخها انابيب مجاري ,Non-Offensive
هده مرءة ليست لجيىء سورية. عدا فديو مفبركة 100 فى 100 ,Non-Offensive
"يا عمر انتبه تحلق شعرك رجاء ، والله شكلك رهيب هكذا. 😍👍🏻 ",Non-Offensive
يارب العالمين لطفك بالمعتقلين في سجن حماة ,Non-Offensive
